"jdn"	"julian_year"	"julian_month"	"julian_day"	"month_number"	"month_name"	"month_days"	"new_moon"	"diff"
1571747	-409	3	18	13	"Addaru₂"	29	1571745.4993781224	1.5006218776106834
1571777	-409	4	17	1	"Nisanu"	30	1571774.811469149	2.188530850922689
1571806	-409	5	16	2	"Aiaru"	29	1571804.129664891	1.8703351090662181
1571836	-409	6	15	3	"Simanu"	30	1571833.5001903372	2.499809662811458
1571865	-409	7	14	4	"Duzu"	29	1571862.9587073259	2.0412926741410047
1571895	-409	8	13	5	"Abu"	30	1571892.523608446	2.476391554111615
1571924	-409	9	11	6	"Ululu"	29	1571922.1936439157	1.8063560843002051
1571954	-409	10	11	7	"Tashritu"	30	1571951.9472331083	2.0527668916620314
1571984	-409	11	10	8	"Arahsamnu"	30	1571981.7405012513	2.259498748695478
1572013	-409	12	9	9	"Kislimu"	29	1572011.5098237223	1.4901762777008116
1572043	-408	1	8	10	"Tebetu"	30	1572041.1904105884	1.809589411597699
1572072	-408	2	6	11	"Shabatu"	29	1572070.744837671	1.2551623289473355
1572101	-408	3	6	12	"Addaru"	29	1572100.1762319363	0.8237680636812001
1572131	-408	4	5	1	"Nisanu"	30	1572129.5176523887	1.4823476113379002
1572160	-408	5	4	2	"Aiaru"	29	1572158.8133936925	1.1866063075140119
1572190	-408	6	3	3	"Simanu"	30	1572188.106389809	1.893610191065818
1572220	-408	7	3	4	"Duzu"	30	1572217.4343702844	2.565629715565592
1572249	-408	8	1	5	"Abu"	29	1572246.8315737962	2.1684262037742883
1572279	-408	8	31	6	"Ululu"	30	1572276.3303818405	2.669618159532547
1572309	-408	9	30	7	"Tashritu"	30	1572305.9554915717	3.044508428312838
1572338	-408	10	29	8	"Arahsamnu"	29	1572335.7060113286	2.2939886713866144
1572368	-408	11	28	9	"Kislimu"	30	1572365.5351428827	2.4648571172729135
1572398	-408	12	28	10	"Tebetu"	30	1572395.3557091889	2.6442908111494035
1572427	-407	1	26	11	"Shabatu"	29	1572425.0833243893	1.9166756107006222
1572457	-407	2	25	12	"Addaru"	30	1572454.6779571264	2.32204287359491
1572486	-407	3	26	1	"Nisanu"	29	1572484.1462590573	1.8537409426644444
1572515	-407	4	24	2	"Aiaru"	29	1572513.5188521962	1.4811478038318455
1572545	-407	5	24	3	"Simanu"	30	1572542.831429227	2.168570772977546
1572574	-407	6	22	4	"Duzu"	29	1572572.1190159158	1.8809840842150152
1572604	-407	7	22	5	"Abu"	30	1572601.4185983143	2.581401685718447
1572633	-407	8	20	6	"Ululu"	29	1572630.7722977842	2.2277022157795727
1572663	-407	9	19	7	"Ululu₂"	30	1572660.2244242816	2.7755757183767855
1572692	-407	10	18	8	"Tashritu"	29	1572689.8079934712	2.1920065288431942
1572722	-407	11	17	9	"Arahsamnu"	30	1572719.5229155407	2.477084459271282
1572752	-407	12	17	10	"Kislimu"	30	1572749.3227319438	2.6772680561989546
1572781	-406	1	15	11	"Tebetu"	29	1572779.1309971474	1.869002852588892
1572811	-406	2	14	12	"Shabatu"	30	1572808.8779496283	2.1220503717195243
1572841	-406	3	16	13	"Addaru"	30	1572838.5232821805	2.4767178194597363
1572870	-406	4	14	1	"Nisanu"	29	1572868.0551063204	1.9448936795815825
1572900	-406	5	14	2	"Aiaru"	30	1572897.4816066464	2.518393353559077
1572929	-406	6	12	3	"Simanu"	29	1572926.8265066405	2.17349335947074
1572958	-406	7	11	4	"Duzu"	29	1572956.1268077353	1.8731922646984458
1572988	-406	8	10	5	"Abu"	30	1572985.4285987755	2.5714012244716287
1573017	-406	9	8	6	"Ululu"	29	1573014.7794237293	2.220576270716265
1573047	-406	10	8	7	"Tashritu"	30	1573044.2176359345	2.7823640655260533
1573076	-406	11	6	8	"Arahsamnu"	29	1573073.7614054908	2.2385945091955364
1573106	-406	12	6	9	"Kislimu"	30	1573103.403765441	2.596234559081495
1573135	-405	1	4	10	"Tebetu"	29	1573133.1180693575	1.8819306425284594
1573165	-405	2	3	11	"Shabatu"	30	1573162.8671297191	2.1328702808823436
1573195	-405	3	5	12	"Addaru"	30	1573192.6071066726	2.3928933274000883
1573224	-405	4	3	1	"Nisanu"	29	1573222.2911342331	1.7088657668791711
1573254	-405	5	3	2	"Aiaru"	30	1573251.88177681	2.1182231900747865
1573284	-405	6	2	3	"Simanu"	30	1573281.3668215277	2.6331784722860903
1573313	-405	7	1	4	"Duzu"	29	1573310.764688331	2.2353116690646857
1573342	-405	7	30	5	"Abu"	29	1573340.1155885088	1.884411491220817
1573372	-405	8	29	6	"Ululu"	30	1573369.4654680176	2.5345319823827595
1573401	-405	9	27	7	"Tashritu"	29	1573398.8506246351	2.1493753648828715
1573430	-405	10	26	8	"Arahsamnu"	29	1573428.2892628296	1.7107371704187244
1573460	-405	11	25	9	"Kislimu"	30	1573457.784795477	2.215204522944987
1573489	-405	12	24	10	"Tebetu"	29	1573487.3374622783	1.6625377216842026
1573519	-404	1	23	11	"Shabatu"	30	1573516.9498604308	2.0501395692117512
1573549	-404	2	22	12	"Addaru"	30	1573546.6170258224	2.3829741775989532
1573578	-404	3	22	13	"Addaru₂"	29	1573576.3125224686	1.6874775313772261
1573608	-404	4	21	1	"Nisanu"	30	1573605.9913992565	2.0086007434874773
1573638	-404	5	21	2	"Aiaru"	30	1573635.6125474907	2.387452509254217
1573667	-404	6	19	3	"Simanu"	29	1573665.1595778451	1.8404221548698843
1573697	-404	7	19	4	"Duzu"	30	1573694.6432103808	2.3567896191962063
1573726	-404	8	17	5	"Abu"	29	1573724.0885608732	1.9114391268230975
1573755	-404	9	15	6	"Ululu"	29	1573753.519687491	1.480312508996576
1573785	-404	10	15	7	"Tashritu"	30	1573782.9509969393	2.049003060674295
1573814	-404	11	13	8	"Arahsamnu"	29	1573812.3892958197	1.6107041803188622
1573844	-404	12	13	9	"Kislimu"	30	1573841.8423328483	2.1576671516522765
1573873	-403	1	11	10	"Tebetu"	29	1573871.323804409	1.6761955909896642
1573903	-403	2	10	11	"Shabatu"	30	1573900.8481267858	2.1518732141703367
1573932	-403	3	11	12	"Addaru"	29	1573930.4193471146	1.5806528853718191
1573962	-403	4	10	1	"Nisanu"	30	1573960.0262696627	1.9737303373403847
1573991	-403	5	9	2	"Aiaru"	29	1573989.6494708974	1.3505291026085615
1574021	-403	6	8	3	"Simanu"	30	1574019.271951177	1.728048823075369
1574051	-403	7	8	4	"Duzu"	30	1574048.8827260504	2.1172739495523274
1574080	-403	8	6	5	"Abu"	29	1574078.4729586325	1.527041367487982
1574110	-403	9	5	6	"Ululu"	30	1574108.0324377788	1.9675622212234885
1574139	-403	10	4	7	"Tashritu"	29	1574137.5526385468	1.4473614532034844
1574169	-403	11	3	8	"Arahsamnu"	30	1574167.0337040569	1.9662959431298077
1574198	-403	12	2	9	"Kislimu"	29	1574196.4864792554	1.5135207446292043
1574228	-402	1	1	10	"Tebetu"	30	1574225.9264252093	2.0735747907310724
1574257	-402	1	30	11	"Shabatu"	29	1574255.366054182	1.6339458180591464
1574286	-402	2	28	12	"Addaru"	29	1574284.8133433945	1.1866566054522991
1574316	-402	3	30	1	"Nisanu"	30	1574314.2767216829	1.7232783171348274
1574346	-402	4	29	2	"Aiaru"	30	1574343.7704079004	2.229592099552974
1574375	-402	5	28	3	"Simanu"	29	1574373.3128227002	1.687177299754694
1574405	-402	6	27	4	"Duzu"	30	1574402.9163733118	2.083626688225195
1574434	-402	7	26	5	"Abu"	29	1574432.5742198098	1.42578019015491
1574464	-402	8	25	6	"Ululu"	30	1574462.2553264117	1.7446735883131623
1574494	-402	9	24	7	"Tashritu"	30	1574491.9169293465	2.083070653490722
1574523	-402	10	23	8	"Arahsamnu"	29	1574521.5275781306	1.4724218694027513
1574553	-402	11	22	9	"Kislimu"	30	1574551.0792269383	1.920773061690852
1574582	-402	12	21	10	"Tebetu"	29	1574580.5784431517	1.4215568483341485
1574611	-401	1	19	11	"Shabatu"	29	1574610.0311442832	0.968855716753751
1574641	-401	2	18	12	"Addaru"	30	1574639.4396307217	1.5603692783042789
1574670	-401	3	19	13	"Addaru₂"	29	1574668.8130060914	1.1869939086027443
1574700	-401	4	18	1	"Nisanu"	30	1574698.1768490202	1.823150979820639
1574730	-401	5	18	2	"Aiaru"	30	1574727.5714105126	2.4285894874483347
1574759	-401	6	16	3	"Simanu"	29	1574757.0389363072	1.9610636928118765
1574789	-401	7	16	4	"Duzu"	30	1574786.6060374975	2.3939625024795532
1574819	-401	8	15	5	"Abu"	30	1574816.2692429284	2.730757071636617
1574848	-401	9	13	6	"Ululu"	29	1574845.9942127923	2.0057872077450156
1574878	-401	10	13	7	"Tashritu"	30	1574875.7321417683	2.267858231673017
1574908	-401	11	12	8	"Arahsamnu"	30	1574905.4397438816	2.5602561184205115
1574937	-401	12	11	9	"Kislimu"	29	1574935.086158805	1.9138411949388683
1574967	-400	1	10	10	"Tebetu"	30	1574964.6495769941	2.3504230058752
1574996	-400	2	8	11	"Shabatu"	29	1574994.118307664	1.8816923359408975
1575026	-400	3	9	12	"Addaru"	30	1575023.498525102	2.501474898075685
1575055	-400	4	7	1	"Nisanu"	29	1575052.8179662828	2.1820337171666324
1575084	-400	5	6	2	"Aiaru"	29	1575082.1203110223	1.8796889777295291
1575114	-400	6	5	3	"Simanu"	30	1575111.4543779723	2.545622027711943
1575143	-400	7	4	4	"Duzu"	29	1575140.8630203498	2.1369796502403915
1575173	-400	8	3	5	"Abu"	30	1575170.3743649551	2.625635044882074
1575202	-400	9	1	6	"Ululu"	29	1575199.9970945287	2.002905471250415
1575232	-400	10	1	7	"Tashritu"	30	1575229.7191939577	2.280806042253971
1575261	-400	10	30	8	"Arahsamnu"	29	1575259.5065988111	1.4934011888690293
1575291	-400	11	29	9	"Kislimu"	30	1575289.302314266	1.6976857339031994
1575320	-400	12	28	10	"Tebetu"	29	1575319.0368828252	0.9631171748042107
1575350	-399	1	27	11	"Shabatu"	30	1575348.6554685687	1.3445314313285053
1575379	-399	2	25	12	"Addaru"	29	1575378.141787629	0.858212370891124
1575409	-399	3	27	1	"Nisanu"	30	1575407.5177501815	1.4822498185094446
1575438	-399	4	25	2	"Aiaru"	29	1575436.825702751	1.1742972489446402
1575468	-399	5	25	3	"Simanu"	30	1575466.1114878901	1.8885121098719537
1575497	-399	6	23	4	"Duzu"	29	1575495.4162139404	1.5837860596366227
1575527	-399	7	23	5	"Abu"	30	1575524.7756084632	2.2243915367871523
1575557	-399	8	22	6	"Ululu"	30	1575554.2225780962	2.777421903796494
1575586	-399	9	20	7	"Tashritu"	29	1575583.7862845366	2.213715463411063
1575616	-399	10	20	8	"Arahsamnu"	30	1575613.4805019128	2.5194980872329324
1575645	-399	11	18	9	"Kislimu"	29	1575643.2820033468	1.7179966531693935
1575675	-399	12	18	10	"Tebetu"	30	1575673.1195554233	1.8804445767309517
1575704	-398	1	16	11	"Shabatu"	29	1575702.9005357586	1.0994642414152622
1575734	-398	2	15	12	"Addaru"	30	1575732.5603124218	1.4396875782404095
1575763	-398	3	16	13	"Addaru₂"	29	1575762.0852015573	0.9147984427399933
1575793	-398	4	15	1	"Nisanu"	30	1575791.4979497693	1.5020502307452261
1575822	-398	5	14	2	"Aiaru"	29	1575820.8342441914	1.1657558085862547
1575852	-398	6	13	3	"Simanu"	30	1575850.130191766	1.8698082340415567
1575881	-398	7	12	4	"Duzu"	29	1575879.4214063985	1.5785936014726758
1575911	-398	8	11	5	"Abu"	30	1575908.746712463	2.253287537023425
1575941	-398	9	10	6	"Ululu"	30	1575938.1491014769	2.8508985231164843
1575970	-398	10	9	7	"Tashritu"	29	1575967.668109122	2.3318908780347556
1576000	-398	11	8	8	"Arahsamnu"	30	1575997.3214816386	2.6785183614119887
1576030	-398	12	8	9	"Kislimu"	30	1576027.08520592	2.9147940799593925
1576059	-397	1	6	10	"Tebetu"	29	1576056.8942721584	2.1057278416119516
1576089	-397	2	5	11	"Shabatu"	30	1576086.6728445003	2.3271554997190833
1576119	-397	3	7	12	"Addaru"	30	1576116.3666559055	2.6333440945018083
1576148	-397	4	5	1	"Nisanu"	29	1576145.9519856027	2.048014397267252
1576177	-397	5	4	2	"Aiaru"	29	1576175.428512108	1.5714878919534385
1576207	-397	6	3	3	"Simanu"	30	1576204.812529005	2.187470994889736
1576236	-397	7	2	4	"Duzu"	29	1576234.134326095	1.8656739050056785
1576265	-397	7	31	5	"Abu"	29	1576263.4354937617	1.5645062383264303
1576295	-397	8	30	6	"Ululu"	30	1576292.7630396634	2.2369603365659714
1576324	-397	9	28	7	"Tashritu"	29	1576322.1599271623	1.8400728376582265
1576354	-397	10	28	8	"Arahsamnu"	30	1576351.653672183	2.346327817067504
1576384	-397	11	27	9	"Kislimu"	30	1576381.2480622001	2.751937799854204
1576413	-397	12	26	10	"Tebetu"	29	1576410.9246014291	2.075398570857942
1576443	-396	1	25	11	"Shabatu"	30	1576440.6519088447	2.3480911552906036
1576473	-396	2	24	12	"Addaru"	30	1576470.3921433378	2.6078566622454673
1576502	-396	3	24	13	"Addaru₂"	29	1576500.1021248444	1.8978751555550843
1576532	-396	4	23	1	"Nisanu"	30	1576529.7396589913	2.260341008659452
1576561	-396	5	22	2	"Aiaru"	29	1576559.2786803783	1.721319621661678
1576591	-396	6	21	3	"Simanu"	30	1576588.7215992846	2.2784007154405117
1576620	-396	7	20	4	"Duzu"	29	1576618.098065826	1.9019341738894582
1576649	-396	8	18	5	"Abu"	29	1576647.4519683083	1.5480316916946322
1576679	-396	9	17	6	"Ululu"	30	1576676.8247309434	2.1752690565772355
1576708	-396	10	16	7	"Tashritu"	29	1576706.2422736853	1.7577263147104532
1576738	-396	11	15	8	"Arahsamnu"	30	1576735.7122457523	2.2877542476635426
1576767	-396	12	14	9	"Kislimu"	29	1576765.2335649887	1.7664350112900138
1576797	-395	1	13	10	"Tebetu"	30	1576794.8078715508	2.1921284492127597
1576827	-395	2	12	11	"Shabatu"	30	1576824.4376090688	2.5623909311834723
1576856	-395	3	13	12	"Addaru"	29	1576854.1112967108	1.8887032892089337
1576886	-395	4	12	1	"Nisanu"	30	1576883.7951126103	2.2048873896710575
1576916	-395	5	12	2	"Aiaru"	30	1576913.445392534	2.5546074660960585
1576945	-395	6	10	3	"Simanu"	29	1576943.032251984	1.9677480158861727
1576975	-395	7	10	4	"Duzu"	30	1576972.5524690512	2.4475309487897903
1577004	-395	8	8	5	"Abu"	29	1577002.0240239624	1.9759760375600308
1577033	-395	9	6	6	"Ululu"	29	1577031.4710951815	1.5289048184640706
1577063	-395	10	6	7	"Tashritu"	30	1577060.9111872618	2.0888127381913364
1577092	-395	11	4	8	"Arahsamnu"	29	1577090.3519222348	1.6480777652468532
1577122	-395	12	4	9	"Kislimu"	30	1577119.797827614	2.202172385994345
1577151	-394	1	2	10	"Tebetu"	29	1577149.258908592	1.7410914080683142
1577181	-394	2	1	11	"Shabatu"	30	1577178.7510112568	2.2489887431729585
1577210	-394	3	2	12	"Addaru"	29	1577208.2865192622	1.7134807377588004
1577240	-394	4	1	1	"Nisanu"	30	1577237.8647705954	2.1352294045500457
1577269	-394	4	30	2	"Aiaru"	29	1577267.4725160748	1.5274839252233505
1577299	-394	5	30	3	"Simanu"	30	1577297.0930993229	1.906900677131489
1577328	-394	6	28	4	"Duzu"	29	1577326.7136362032	1.2863637967966497
1577358	-394	7	28	5	"Abu"	30	1577356.3240837022	1.675916297826916
1577388	-394	8	27	6	"Ululu"	30	1577385.912730141	2.0872698589228094
1577417	-394	9	25	7	"Tashritu"	29	1577415.4662298597	1.533770140260458
1577447	-394	10	25	8	"Arahsamnu"	30	1577444.976516794	2.023483206052333
1577476	-394	11	23	9	"Kislimu"	29	1577474.4472292836	1.5527707163710147
1577506	-394	12	23	10	"Tebetu"	30	1577503.8916606777	2.1083393222652376
1577535	-393	1	21	11	"Shabatu"	29	1577533.3247052103	1.675294789718464
1577564	-393	2	19	12	"Addaru"	29	1577562.7575934676	1.242406532401219
1577594	-393	3	21	13	"Addaru₂"	30	1577592.199793346	1.8002066540066153
1577624	-393	4	20	1	"Nisanu"	30	1577621.6647352881	2.335264711873606
1577653	-393	5	19	2	"Aiaru"	29	1577651.1719219466	1.8280780534259975
1577683	-393	6	18	3	"Simanu"	30	1577680.740500936	2.2594990639481694
1577712	-393	7	17	4	"Duzu"	29	1577710.3760439418	1.6239560581743717
1577742	-393	8	16	5	"Abu"	30	1577740.0591009273	1.9408990726806223
1577772	-393	9	15	6	"Ululu"	30	1577769.7478852984	2.252114701550454
1577801	-393	10	14	7	"Tashritu"	29	1577799.3989207437	1.601079256273806
1577831	-393	11	13	8	"Arahsamnu"	30	1577828.9889718846	2.01102811540477
1577860	-393	12	12	9	"Kislimu"	29	1577858.5173845275	1.482615472516045
1577889	-392	1	10	10	"Tebetu"	29	1577887.9914886812	1.0085113188251853
1577919	-392	2	9	11	"Shabatu"	30	1577917.415754362	1.5842456379905343
1577948	-392	3	9	12	"Addaru"	29	1577946.7961216369	1.2038783631287515
1577978	-392	4	8	1	"Nisanu"	30	1577976.1512224164	1.8487775835674256
1578007	-392	5	7	2	"Aiaru"	29	1578005.516510184	1.4834898160770535
1578037	-392	6	6	3	"Simanu"	30	1578034.936644469	2.063355531077832
1578067	-392	7	6	4	"Duzu"	30	1578064.449742827	2.5502571729011834
1578096	-392	8	4	5	"Abu"	29	1578094.0697607254	1.9302392746321857
1578126	-392	9	3	6	"Ululu"	30	1578123.7766615883	2.223338411655277
1578155	-392	10	2	7	"Tashritu"	29	1578153.5242132805	1.4757867194712162
1578185	-392	11	1	8	"Arahsamnu"	30	1578183.2613861733	1.738613826688379
1578214	-392	11	30	9	"Kislimu"	29	1578212.9483218244	1.051678175572306
1578244	-392	12	30	10	"Tebetu"	30	1578242.5574907786	1.4425092213787138
1578273	-391	1	28	11	"Shabatu"	29	1578272.0715155792	0.9284844207577407
1578303	-391	2	27	12	"Addaru"	30	1578301.4881628938	1.5118371061980724
1578333	-391	3	29	1	"Nisanu"	30	1578330.8264359725	2.17356402752921
1578362	-391	4	27	2	"Aiaru"	29	1578360.1247149175	1.8752850824967027
1578391	-391	5	26	3	"Simanu"	29	1578389.4317195707	1.568280429346487
1578421	-391	6	25	4	"Duzu"	30	1578418.795382311	2.204617688897997
1578451	-391	7	25	5	"Abu"	30	1578448.252751773	2.7472482270095497
1578480	-391	8	23	6	"Ululu"	29	1578477.8228643448	2.1771356551907957
1578510	-391	9	22	7	"Tashritu"	30	1578507.5036642929	2.496335707139224
1578539	-391	10	21	8	"Arahsamnu"	29	1578537.270969218	1.729030781891197
1578569	-391	11	20	9	"Kislimu"	30	1578567.0768783037	1.9231216963380575
1578598	-391	12	19	10	"Tebetu"	29	1578596.8536688192	1.146331180818379
1578628	-390	1	18	11	"Shabatu"	30	1578626.534492636	1.4655073639005423
1578657	-390	2	16	12	"Addaru"	29	1578656.0828509731	0.9171490268781781
1578687	-390	3	18	13	"Addaru₂"	30	1578685.504665213	1.495334787061438
1578717	-390	4	17	1	"Nisanu"	30	1578714.8360673562	2.163932643830776
1578746	-390	5	16	2	"Aiaru"	29	1578744.123914484	1.8760855160653591
1578775	-390	6	14	3	"Simanu"	29	1578773.412893901	1.5871060988865793
1578805	-390	7	14	4	"Duzu"	30	1578802.741414525	2.2585854749195278
1578835	-390	8	13	5	"Abu"	30	1578832.143189635	2.856810365105048
1578864	-390	9	11	6	"Ululu"	29	1578861.6491230866	2.350876913405955
1578894	-390	10	11	7	"Tashritu"	30	1578891.2819381242	2.7180618757847697
1578923	-390	11	9	8	"Arahsamnu"	29	1578921.0385322676	1.961467732442543
1578953	-390	12	9	9	"Kislimu"	30	1578950.8700158265	2.1299841734580696
1578982	-389	1	7	10	"Tebetu"	29	1578980.6883042061	1.3116957938764244
1579011	-389	2	5	11	"Shabatu"	29	1579010.4100037955	0.5899962044786662
1579041	-389	3	7	12	"Addaru"	30	1579039.9971606166	1.002839383436367
1579071	-389	4	6	1	"Nisanu"	30	1579069.4585842795	1.5414157204795629
1579100	-389	5	5	2	"Aiaru"	29	1579098.8268254828	1.1731745172291994
1579130	-389	6	4	3	"Simanu"	30	1579128.1390391665	1.8609608334954828
1579159	-389	7	3	4	"Duzu"	29	1579157.4307744533	1.5692255466710776
1579189	-389	8	2	5	"Abu"	30	1579186.7382606226	2.261739377398044
1579219	-389	9	1	6	"Ululu"	30	1579216.101679757	2.8983202429953963
1579248	-389	9	30	7	"Tashritu"	29	1579245.5626160626	2.437383937416598
1579278	-389	10	30	8	"Arahsamnu"	30	1579275.1510551546	2.8489448453765363
1579307	-389	11	28	9	"Kislimu"	29	1579304.864434083	2.135565917007625
1579337	-389	12	28	10	"Tebetu"	30	1579334.6559052472	2.3440947527997196
1579366	-388	1	26	11	"Shabatu"	29	1579364.4515975486	1.5484024514444172
1579396	-388	2	25	12	"Addaru"	30	1579394.1858940055	1.8141059945337474
1579426	-388	3	26	1	"Nisanu"	30	1579423.8220242893	2.177975710714236
1579455	-388	4	24	2	"Aiaru"	29	1579453.3501133672	1.6498866328038275
1579485	-388	5	24	3	"Simanu"	30	1579482.7788880528	2.2211119472049177
1579514	-388	6	22	4	"Duzu"	29	1579512.1314476735	1.868552326457575
1579543	-388	7	21	5	"Abu"	29	1579541.4434164276	1.5565835724119097
1579573	-388	8	20	6	"Ululu"	30	1579570.7590269677	2.2409730323124677
1579602	-388	9	18	7	"Ululu₂"	29	1579600.123338501	1.876661499030888
1579632	-388	10	18	8	"Tashritu"	30	1579629.5713298814	2.428670118562877
1579661	-388	11	16	9	"Arahsamnu"	29	1579659.1174153846	1.8825846153777093
1579691	-388	12	16	10	"Kislimu"	30	1579688.7522899308	2.2477100691758096
1579721	-387	1	15	11	"Tebetu"	30	1579718.4503015843	2.5496984156779945
1579750	-387	2	13	12	"Shabatu"	29	1579748.1787297889	1.821270211134106
1579780	-387	3	15	13	"Addaru"	30	1579777.8999535919	2.100046408129856
1579810	-387	4	14	1	"Nisanu"	30	1579807.572591825	2.4274081750772893
1579839	-387	5	13	2	"Aiaru"	29	1579837.161802989	1.8381970110349357
1579869	-387	6	12	3	"Simanu"	30	1579866.65461158	2.3453884199261665
1579898	-387	7	11	4	"Duzu"	29	1579896.0667287651	1.9332712348550558
1579928	-387	8	10	5	"Abu"	30	1579925.435411158	2.564588841982186
1579957	-387	9	8	6	"Ululu"	29	1579954.8038249556	2.19617504440248
1579986	-387	10	7	7	"Tashritu"	29	1579984.2050250603	1.7949749396648258
1580016	-387	11	6	8	"Arahsamnu"	30	1580013.653241021	2.346758978907019
1580045	-387	12	5	9	"Kislimu"	29	1580043.148348458	1.8516515418887138
1580075	-386	1	4	10	"Tebetu"	30	1580072.6893117488	2.3106882511638105
1580104	-386	2	2	11	"Shabatu"	29	1580102.280613278	1.7193867219612002
1580134	-386	3	4	12	"Addaru"	30	1580131.9222602453	2.07773975469172
1580164	-386	4	3	1	"Nisanu"	30	1580161.594979275	2.4050207249820232
1580193	-386	5	2	2	"Aiaru"	29	1580191.2605850701	1.7394149298779666
1580223	-386	6	1	3	"Simanu"	30	1580220.8812053644	2.118794635636732
1580253	-386	7	1	4	"Duzu"	30	1580250.439427671	2.560572328977287
1580282	-386	7	30	5	"Abu"	29	1580279.9424160437	2.057583956280723
